Date,Price,Min,Max,RSI,K_STOCH,D_STOCH,ROC,MOMENTUM,WILLIAMS,1_moving_avg,7_moving_avg,30_moving_avg,1_exp_moving_avg,7_exp_moving_avg,30_exp_moving_avg,1_wma,7_wma,30_wma,1_dema,7_dema,30_dema,1_tema,7_tema,30_tema
2015-06-03,3550.0,,,0.0,,,-1.388888888888884,-50.0,,3550.0,3557.1428571428573,3594.0,3550.7812881469727,3573.343666136507,3596.105860828477,3559.090909090909,3559.090909090909,3559.090909090909,3548.0228918761654,3548.0228918761654,3548.0228918761654,3542.7153299094184,3542.7153299094184,3542.7153299094184
2015-06-04,3550.0,,,0.0,,,-1.388888888888884,-50.0,,3550.0,3550.0,3592.0,3550.3906440734863,3570.4257043221182,3594.564191587529,3555.4545454545455,3555.4545454545455,3555.4545454545455,3546.110916642637,3546.110916642637,3546.110916642637,3542.4754720075475,3542.4754720075475,3542.4754720075475
2015-06-05,3550.0,,,0.0,,,-1.388888888888884,-50.0,,3550.0,3550.0,3590.0,3550.195322036743,3567.8724885659335,3593.075827638097,3552.7272727272725,3552.7272727272725,3552.7272727272725,3544.9595640766343,3544.9595640766343,3544.9595640766343,3542.901552270353,3542.901552270353,3542.901552270353
2015-06-08,3550.0,3550.0,3550.0,0.0,,,-1.388888888888884,-50.0,,3550.0,3550.0,3588.0,3550.0976610183716,3565.638425415816,3591.638810770337,3550.909090909091,3550.909090909091,3550.909090909091,3544.3554499100824,3544.3554499100824,3544.3554499100824,3543.6979039031107,3543.6979039031107,3543.6979039031107
2015-06-09,3550.0,3550.0,3550.0,0.0,,,-1.388888888888884,-50.0,,3550.0,3550.0,3586.0,3550.048830509186,3563.6836206468174,3590.25126225014,3550.0,3550.0,3550.0,3544.1376396032147,3544.1376396032147,3544.1376396032147,3544.6655311242002,3544.6655311242002,3544.6655311242002
2015-06-10,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3559.4285714285716,3586.2,3583.024415254593,3570.2231727261337,3591.1083856737955,3562.0,3562.0,3562.0,3566.0038115596676,3566.0038115596676,3566.0038115596676,3575.525938884169,3575.525938884169,3575.525938884169
2015-06-11,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3568.8571428571427,3586.4,3599.5122076272964,3575.945279703308,3591.936124691688,3572.8,3572.8,3572.8,3582.2942634789574,3582.2942634789574,3582.2942634789574,3596.2134106573767,3596.2134106573767,3596.2134106573767
2015-06-12,3616.0,,,71.90442263929268,,,1.8591549295774668,66.0,,3616.0,3578.285714285714,3586.6,3607.756103813648,3580.952122472099,3592.735542347475,3582.4,3582.4,3582.4,3594.3136812603348,3594.3136812603348,3594.3136812603348,3609.64504144989,3609.64504144989,3609.64504144989
2015-06-15,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3587.714285714286,3586.8,3611.878051906824,3585.3331092545473,3593.5076595952632,3590.8,3590.8,3590.8,3603.0766408905015,3603.0766408905015,3603.0766408905015,3617.9701827018644,3617.9701827018644,3617.9701827018644
2015-06-16,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3597.1428571428573,3587.0,3613.939025953412,3589.1664721990032,3594.2534572003633,3598.0,3598.0,3598.0,3609.3699728448946,3609.3699728448946,3609.3699728448946,3622.7610574460296,3622.7610574460296,3622.7610574460296
2015-06-17,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3606.5714285714284,3587.2,3614.969512976706,3592.520664400103,3594.97387753946,3604.0,3604.0,3604.0,3613.802038935194,3613.802038935194,3613.802038935194,3625.1580101660866,3625.1580101660866,3625.1580101660866
2015-06-18,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3616.0,3587.4,3615.484756488353,3595.455582288728,3595.6698263064222,3608.8,3608.8,3608.8,3616.8416190804296,3616.8416190804296,3616.8416190804296,3625.9798466183543,3625.9798466183543,3625.9798466183543
2015-06-19,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3616.0,3587.6,3615.7423782441765,3598.023635221281,3596.3421741295374,3612.4,3612.4,3612.4,3618.8485572245813,3618.8485572245813,3618.8485572245813,3625.807369351143,3625.807369351143,3625.807369351143
2015-06-22,3616.0,,,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3616.0,3588.133333333333,3615.8711891220883,3600.270681368833,3596.991758105552,3614.8,3614.8,3614.8,3620.097877561589,3620.097877561589,3620.097877561589,3625.046382472123,3625.046382472123,3625.046382472123
2015-06-23,3616.0,3616.0,3616.0,71.90442263929266,,,1.8591549295774668,66.0,,3616.0,3616.0,3588.6666666666665,3615.935594561044,3602.2368466189846,3597.619383255522,3616.0,3616.0,3616.0,3620.7987324132523,3620.7987324132523,3620.7987324132523,3623.975012355826,3623.975012355826,3623.975012355826
2015-06-24,3616.0,,,71.90442263929266,,,0.0,0.0,,3616.0,3616.0,3589.2,3615.967797280522,3603.9572411141353,3598.2258239071307,3616.0,3616.0,3616.0,3621.1092639283906,3621.1092639283906,3621.1092639283906,3622.7790813489687,3622.7790813489687,3622.7790813489687
2015-06-25,3616.0,,,71.90442263929268,,,0.0,0.0,,3616.0,3616.0,3589.733333333333,3615.983898640261,3605.462586221801,3598.811825007821,3616.0,3616.0,3616.0,3621.148239110313,3621.148239110313,3621.148239110313,3621.578409888911,3621.578409888911,3621.578409888911
2015-06-26,3616.0,,,71.90442263929268,,,0.0,0.0,,3616.0,3616.0,3590.266666666667,3615.9919493201305,3606.779763133133,3599.378103372783,3616.0,3616.0,3616.0,3621.0041402119205,3621.0041402119205,3621.0041402119205,3620.4462544467888,3620.4462544467888,3620.4462544467888
2015-06-29,3616.0,,,71.90442263929268,,,0.0,0.0,,3616.0,3616.0,3590.8,3615.9959746600653,3607.932292886239,3599.9253488715763,3616.0,3616.0,3616.0,3620.742251190288,3620.742251190288,3620.742251190288,3619.4235717114902,3619.4235717114902,3619.4235717114902
2015-06-30,3616.0,,,71.90442263929266,,,0.0,0.0,,3616.0,3616.0,3591.3333333333335,3615.9979873300326,3608.940756386281,3600.4542255569136,3616.0,3616.0,3616.0,3620.4101684174498,3620.4101684174498,3620.4101684174498,3618.5294000407157,3618.5294000407157,3618.5294000407157
2015-07-01,3616.0,,,71.90442263929268,,,0.0,0.0,,3616.0,3616.0,3591.866666666667,3615.9989936650163,3609.823161922844,3600.9653727388873,3616.0,3616.0,3616.0,3620.0420743821633,3620.0420743821633,3620.0420743821633,3617.768341277169,3617.768341277169,3617.768341277169
