Date,Price,Min,Max,RSI,K_STOCH,D_STOCH,ROC,MOMENTUM,WILLIAMS,1_moving_avg,7_moving_avg,30_moving_avg,1_exp_moving_avg,7_exp_moving_avg,30_exp_moving_avg,1_wma,7_wma,30_wma,1_dema,7_dema,30_dema,1_tema,7_tema,30_tema
2018-06-07,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.422040596019,14751.877500397457,14555.0,14555.0,14555.0,14554.929102231163,14554.929102231163,14554.929102231163,14555.290384719054,14555.290384719054,14555.290384719054
2018-06-08,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.369285521518,14745.526613021,14555.0,14555.0,14555.0,14554.940947558633,14554.940947558633,14554.940947558633,14555.24727912897,14555.24727912897,14555.24727912897
2018-06-11,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.32312483133,14739.380592996207,14555.0,14555.0,14555.0,14554.950829222193,14554.950829222193,14554.950829222193,14555.210404284795,14555.210404284795,14555.210404284795
2018-06-12,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.282734227414,14733.432831697755,14555.0,14555.0,14555.0,14554.95906970037,14554.95906970037,14554.95906970037,14555.17889116971,14555.17889116971,14555.17889116971
2018-06-13,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.247392448988,14727.676933681852,14555.0,14555.0,14555.0,14554.965939121286,14554.965939121286,14554.965939121286,14555.15198593779,14555.15198593779,14555.15198593779
2018-06-14,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.216468392866,14722.106709809408,14555.0,14555.0,14555.0,14554.971663638717,14554.971663638717,14554.971663638717,14555.129035826993,14555.129035826993,14555.129035826993
2018-06-18,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.189409843759,14716.71617059104,14555.0,14555.0,14555.0,14554.976432492907,14554.976432492907,14554.976432492907,14555.109476557333,14555.109476557333,14555.109476557333
2018-06-19,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.16573361329,14711.49951974676,14555.0,14555.0,14555.0,14554.980403957516,14554.980403957516,14554.980403957516,14555.092821108858,14555.092821108858,14555.092821108858
2018-06-20,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.14501691163,14706.451147973401,14555.0,14555.0,14555.0,14554.983710344322,14554.983710344322,14554.983710344322,14555.078649769186,14555.078649769186,14555.078649769186
2018-06-21,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.126889797677,14701.565626913112,14555.0,14555.0,14555.0,14554.98646221171,14554.98646221171,14554.98646221171,14555.066601339007,14555.066601339007,14555.066601339007
2018-06-22,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.111028572968,14696.837703316405,14555.0,14555.0,14555.0,14554.98875190106,14554.98875190106,14554.98875190106,14555.056365386841,14555.056365386841,14555.056365386841
2018-06-25,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.097150001347,14692.262293393496,14555.0,14555.0,14555.0,14554.990656506296,14554.990656506296,14554.990656506296,14555.047675448064,14555.047675448064,14555.047675448064
2018-06-26,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.08500625118,14687.83447734786,14555.0,14555.0,14555.0,14554.992240365787,14554.992240365787,14554.992240365787,14555.040303069816,14555.040303069816,14555.040303069816
2018-06-27,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.074380469783,14683.549494086123,14555.0,14555.0,14555.0,14554.9935571522,14554.9935571522,14554.9935571522,14555.03405260965,14555.03405260965,14555.03405260965
2018-06-28,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.065082911062,14679.402736098606,14555.0,14555.0,14555.0,14554.994651624025,14554.994651624025,14554.994651624025,14555.028756703028,14555.028756703028,14555.028756703028
2018-06-29,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.05694754718,14675.389744505002,14555.0,14555.0,14555.0,14554.9955610928,14554.9955610928,14554.9955610928,14555.024272322378,14555.024272322378,14555.024272322378
2018-07-02,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.049829103784,14671.506204259893,14555.0,14555.0,14555.0,14554.996316651472,14554.996316651472,14554.996316651472,14555.020477357222,14555.020477357222,14555.020477357222
2018-07-03,14555.0,,,0.0,,,0.0,0.0,,14555.0,14555.0,14555.0,14555.0,14555.043600465811,14667.747939512894,14555.0,14555.0,14555.0,14554.99694420227,14554.99694420227,14554.99694420227,14555.017267652023,14555.017267652023,14555.017267652023
