Date,Price,Min,Max,RSI,K_STOCH,D_STOCH,ROC,MOMENTUM,WILLIAMS,1_moving_avg,7_moving_avg,30_moving_avg,1_exp_moving_avg,7_exp_moving_avg,30_exp_moving_avg,1_wma,7_wma,30_wma,1_dema,7_dema,30_dema,1_tema,7_tema,30_tema
2024-02-07,1600.0,,,1.2221303280222368e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0047070032504,1624.6379637828265,1600.0,1600.0,1600.0,1599.999773900556,1599.999773900556,1599.999773900556,1600.0014221383547,1600.0014221383547,1600.0014221383547
2024-02-08,1600.0,,,1.2221303280222364e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.004118627844,1623.8431907575741,1600.0,1600.0,1600.0,1599.999812682622,1599.999812682622,1599.999812682622,1600.0011952985265,1600.0011952985265,1600.0011952985265
2024-02-09,1600.0,,,1.2221303280222363e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0036037993634,1623.074055571846,1600.0,1600.0,1600.0,1599.9998448364802,1599.9998448364802,1599.9998448364802,1600.001004279224,1600.001004279224,1600.001004279224
2024-02-12,1600.0,,,1.2221303280222363e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.003153324443,1622.3297311985607,1600.0,1600.0,1600.0,1599.9998714903363,1599.9998714903363,1599.9998714903363,1600.0008434907022,1600.0008434907022,1600.0008434907022
2024-02-13,1600.0,,,1.2221303280222364e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0027591588876,1621.6094172889298,1600.0,1600.0,1600.0,1599.9998935812537,1599.9998935812537,1599.9998935812537,1600.0007082031434,1600.0007082031434,1600.0007082031434
2024-02-14,1600.0,,,1.2221303280222364e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0024142640266,1620.9123393118675,1600.0,1600.0,1600.0,1599.9999118873634,1599.9999118873634,1599.9999118873634,1600.0005944166614,1600.0005944166614,1600.0005944166614
2024-02-15,1600.0,,,1.2221303280222368e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0021124810232,1620.2377477211621,1600.0,1600.0,1600.0,1599.999927054681,1599.999927054681,1599.999927054681,1600.0004987505274,1600.0004987505274,1600.0004987505274
2024-02-16,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0018484208954,1619.5849171495117,1600.0,1600.0,1600.0,1599.999939619425,1599.999939619425,1599.999939619425,1600.0004183488586,1600.0004183488586,1600.0004183488586
2024-02-19,1600.0,,,1.2221303280222368e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0016173682834,1618.9531456285597,1600.0,1600.0,1600.0,1599.9999500265867,1599.9999500265867,1599.9999500265867,1600.0003508003808,1600.0003508003808,1600.0003508003808
2024-02-20,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.001415197248,1618.34175383409,1600.0,1600.0,1600.0,1599.999958645378,1599.999958645378,1599.999958645378,1600.0002940702313,1600.0002940702313,1600.0002940702313
2024-02-21,1600.0,1600.0,1600.0,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.001238297592,1617.750084355571,1600.0,1600.0,1600.0,1599.9999657820772,1599.9999657820772,1599.9999657820772,1600.000246442034,1600.000246442034,1600.000246442034
2024-02-22,1600.0,,,1.2221303280222368e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0010835103928,1617.1775009892624,1600.0,1600.0,1600.0,1599.999971690708,1599.999971690708,1599.999971690708,1600.000206468726,1600.000206468726,1600.000206468726
2024-02-23,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0009480715937,1616.623388054125,1600.0,1600.0,1600.0,1599.9999765819168,1599.9999765819168,1599.9999765819168,1600.0001729308558,1600.0001729308558,1600.0001729308558
2024-02-26,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0008295626444,1616.0871497297983,1600.0,1600.0,1600.0,1599.9999806303483,1599.9999806303483,1599.9999806303483,1600.0001448012345,1600.0001448012345,1600.0001448012345
2024-02-27,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0007258673138,1615.5682094159338,1600.0,1600.0,1600.0,1599.9999839807747,1599.9999839807747,1599.9999839807747,1600.0001212149955,1600.0001212149955,1600.0001212149955
2024-02-28,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0006351338996,1615.066009112194,1600.0,1600.0,1600.0,1599.9999867531833,1599.9999867531833,1599.9999867531833,1600.000101444241,1600.000101444241,1600.000101444241
2024-02-29,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.000555742162,1614.5800088182523,1600.0,1600.0,1600.0,1599.9999890470044,1599.9999890470044,1599.9999890470044,1600.0000848765956,1600.0000848765956,1600.0000848765956
2024-03-01,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0004862743917,1614.1096859531474,1600.0,1600.0,1600.0,1599.9999909446199,1599.9999909446199,1599.9999909446199,1600.0000709970811,1600.0000709970811,1600.0000709970811
2024-03-04,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0004254900928,1613.6545347933684,1600.0,1600.0,1600.0,1599.9999925142758,1599.9999925142758,1599.9999925142758,1600.000059372786,1600.000059372786,1600.000059372786
2024-03-05,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0003723038312,1613.214065929066,1600.0,1600.0,1600.0,1599.9999938124995,1599.9999938124995,1599.9999938124995,1600.0000496399161,1600.0000496399161,1600.0000496399161
2024-03-06,1600.0,,,1.222130328022237e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0003257658523,1612.787805737806,1600.0,1600.0,1600.0,1599.9999948861037,1599.9999948861037,1599.9999948861037,1600.0000414928804,1600.0000414928804,1600.0000414928804
2024-03-07,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0002850451208,1612.3752958752962,1600.0,1600.0,1600.0,1599.9999957738517,1599.9999957738517,1599.9999957738517,1600.0000346750594,1600.0000346750594,1600.0000346750594
2024-03-08,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0002494144805,1611.9760927825446,1600.0,1600.0,1600.0,1599.9999965078368,1599.9999965078368,1599.9999965078368,1600.0000289710365,1600.0000289710365,1600.0000289710365
2024-03-11,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0002182376704,1611.589767208914,1600.0,1600.0,1600.0,1599.9999971146258,1599.9999971146258,1599.9999971146258,1600.000024200039,1600.000024200039,1600.000024200039
2024-03-12,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0001909579616,1611.215903750562,1600.0,1600.0,1600.0,1599.9999976162076,1599.9999976162076,1599.9999976162076,1600.0000202104172,1600.0000202104172,1600.0000202104172
2024-03-13,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0001670882164,1610.8541004037697,1600.0,1600.0,1600.0,1599.9999980307803,1599.9999980307803,1599.9999980307803,1600.000016874992,1600.000016874992,1600.000016874992
2024-03-14,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0001462021892,1610.5039681326803,1600.0,1600.0,1600.0,1599.9999983734021,1599.9999983734021,1599.9999983734021,1600.000014087138,1600.000014087138,1600.000014087138
2024-03-15,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0001279269154,1610.165130450981,1600.0,1600.0,1600.0,1599.9999986565326,1599.9999986565326,1599.9999986565326,1600.000011757493,1600.000011757493,1600.000011757493
2024-03-18,1600.0,,,1.2221303280222378e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0001119360509,1609.8372230170783,1600.0,1600.0,1600.0,1599.9999988904783,1599.9999988904783,1599.9999988904783,1600.000009811177,1600.000009811177,1600.000009811177
2024-03-19,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000979440445,1609.5198932423339,1600.0,1600.0,1600.0,1599.9999990837648,1599.9999990837648,1599.9999990837648,1600.0000081854698,1600.0000081854698,1600.0000081854698
2024-03-20,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000857010389,1609.212799911936,1600.0,1600.0,1600.0,1599.9999992434437,1599.9999992434437,1599.9999992434437,1600.0000068278484,1600.0000068278484,1600.0000068278484
2024-03-21,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000749884089,1608.9156128180025,1600.0,1600.0,1600.0,1599.9999993753463,1599.9999993753463,1599.9999993753463,1600.0000056943418,1600.0000056943418,1600.0000056943418
2024-03-22,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000656148577,1608.6280124045186,1600.0,1600.0,1600.0,1599.9999994842944,1599.9999994842944,1599.9999994842944,1600.0000047481462,1600.0000047481462,1600.0000047481462
2024-03-25,1600.0,,,1.2221303280222378e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000574130004,1608.3496894237278,1600.0,1600.0,1600.0,1599.9999995742746,1599.9999995742746,1599.9999995742746,1600.0000039584666,1600.0000039584666,1600.0000039584666
2024-03-26,1600.0,,,1.2221303280222378e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000502363753,1608.0803446036075,1600.0,1600.0,1600.0,1599.999999648583,1599.999999648583,1599.999999648583,1600.0000032995429,1600.0000032995429,1600.0000032995429
2024-03-27,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000439568282,1607.8196883260719,1600.0,1600.0,1600.0,1599.999999709944,1599.999999709944,1599.999999709944,1600.0000027498306,1600.0000027498306,1600.0000027498306
2024-03-28,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000384622247,1607.5674403155533,1600.0,1600.0,1600.0,1599.999999760609,1599.999999760609,1599.999999760609,1600.0000022913148,1600.0000022913148,1600.0000022913148
2024-03-29,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000336544465,1607.3233293376322,1600.0,1600.0,1600.0,1599.9999998024387,1599.9999998024387,1599.9999998024387,1600.0000019089366,1600.0000019089366,1600.0000019089366
2024-04-01,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000294476406,1607.087092907386,1600.0,1600.0,1600.0,1599.9999998369715,1599.9999998369715,1599.9999998369715,1600.000001590112,1600.000001590112,1600.000001590112
2024-04-02,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000257666854,1606.858477007148,1600.0,1600.0,1600.0,1599.999999865478,1599.999999865478,1599.999999865478,1600.0000013243236,1600.0000013243236,1600.0000013243236
2024-04-03,1600.0,,,1.2221303280222373e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000225458498,1606.637235813369,1600.0,1600.0,1600.0,1599.9999998890075,1599.9999998890075,1599.9999998890075,1600.000001102789,1600.000001102789,1600.000001102789
2024-04-04,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000197276186,1606.4231314322926,1600.0,1600.0,1600.0,1599.999999908428,1599.999999908428,1599.999999908428,1600.0000009181713,1600.0000009181713,1600.0000009181713
2024-04-05,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000172616662,1606.2159336441541,1600.0,1600.0,1600.0,1599.9999999244558,1599.9999999244558,1599.9999999244558,1600.000000764345,1600.000000764345,1600.000000764345
2024-04-08,1600.0,,,1.2221303280222374e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.0000151039578,1606.0154196556332,1600.0,1600.0,1600.0,1599.999999937682,1599.999999937682,1599.999999937682,1600.0000006361947,1600.0000006361947,1600.0000006361947
2024-04-09,1600.0,,,1.2221303280222378e-08,,,0.0,0.0,,1600.0,1600.0,1600.0,1600.0,1600.000013215963,1605.8213738602901,1600.0,1600.0,1600.0,1599.9999999485965,1599.9999999485965,1599.9999999485965,1600.0000005294528,1600.0000005294528,1600.0000005294528
