Date,Price,Min,Max,RSI,K_STOCH,D_STOCH,ROC,MOMENTUM,WILLIAMS,1_moving_avg,7_moving_avg,30_moving_avg,1_exp_moving_avg,7_exp_moving_avg,30_exp_moving_avg,1_wma,7_wma,30_wma,1_dema,7_dema,30_dema,1_tema,7_tema,30_tema
2015-04-30,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,217.9,219.9999998435378,219.42937249473863,212.29727171144248,220.0,220.0,220.0,220.3641093100539,220.3641093100539,220.3641093100539,219.65748734959664,219.65748734959664,219.65748734959664
2015-05-04,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,218.6,219.9999999217689,219.5007010196094,212.55483244364586,220.0,220.0,220.0,220.3117639905796,220.3117639905796,220.3117639905796,219.676934388282,219.676934388282,219.676934388282
2015-05-05,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,219.3,219.99999996088445,219.56311345854792,212.8034876664517,220.0,220.0,220.0,220.26641666132554,220.26641666132554,220.26641666132554,219.69857123011363,219.69857123011363,219.69857123011363
2015-05-06,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,220.0,219.99999998044223,219.61772432705902,213.04356453042374,220.0,220.0,220.0,220.2272530223596,220.2272530223596,220.2272530223596,219.72133348366623,219.72133348366623,219.72133348366623
2015-05-07,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,220.0,219.9999999902211,219.665508825093,213.27537690842115,220.0,220.0,220.0,220.19352354429614,220.19352354429614,220.19352354429614,219.7444032773114,219.7444032773114,219.7444032773114
2015-05-08,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,220.0,219.99999999511056,219.70732025175175,213.4992260160179,220.0,220.0,220.0,220.16454683437607,220.16454683437607,220.16454683437607,219.76716719150204,219.76716719150204,219.76716719150204
2015-05-11,220.0,,,90.18544186579568,,,0.0,0.0,,220.0,220.0,220.0,219.99999999755528,219.74390524309487,213.71540099778187,220.0,220.0,220.0,220.13970963734278,220.13970963734278,220.13970963734278,219.78917908638354,219.78917908638354,219.78917908638354
2015-05-12,220.0,,,90.18544186579565,,,0.0,0.0,,220.0,220.0,220.0,219.99999999877764,219.7759171051735,213.92417948161065,220.0,220.0,220.0,220.1184645835488,220.1184645835488,220.1184645835488,219.810127844846,219.810127844846,219.810127844846
2015-05-13,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,220.0,219.99999999938882,219.80392748039884,214.12582810315948,220.0,220.0,220.0,220.10032650345374,220.10032650345374,220.10032650345374,219.82980980752353,219.82980980752353,219.82980980752353
2015-05-14,220.0,,,90.18544186579567,,,0.0,0.0,,220.0,220.0,220.0,219.9999999996944,219.82843655558693,214.32060300224856,220.0,220.0,220.0,220.08486790426764,220.08486790426764,220.08486790426764,219.84810553409417,219.84810553409417,219.84810553409417
