,Date,Last trade price,Max,Min,AvgPrice,%chg.,Volume,TurnoverBEST_MKD,TotalTurnoverMKD
0,11/8/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
1,11/7/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
2,11/6/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
3,11/5/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
4,11/4/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
5,11/1/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
6,10/31/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
7,10/30/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
8,10/29/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
9,10/28/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
10,10/25/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
11,10/24/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
12,10/22/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
13,10/21/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
14,10/18/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
15,10/17/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
16,10/16/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
17,10/15/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
18,10/14/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
19,10/10/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
20,10/9/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
21,10/8/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
22,10/7/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
23,10/4/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
24,10/3/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
25,10/2/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
26,10/1/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
27,9/30/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
28,9/27/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
29,9/26/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
30,9/25/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
31,9/24/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
32,9/23/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
33,9/20/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
34,9/19/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
35,9/18/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
36,9/17/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
37,9/16/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
38,9/13/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
39,9/12/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
40,9/11/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
41,9/10/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
42,9/6/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
43,9/5/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
44,9/4/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
45,9/3/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
46,9/2/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
47,8/30/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
48,8/29/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
49,8/27/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
50,8/26/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
51,8/23/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
52,8/22/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
53,8/21/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
54,8/20/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
55,8/19/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
56,8/16/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
57,8/15/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
58,8/14/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
59,8/13/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
60,8/12/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
61,8/9/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
62,8/8/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
63,8/7/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
64,8/6/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
65,8/5/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
66,8/1/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
67,7/31/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
68,7/30/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
69,7/29/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
70,7/26/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
71,7/25/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
72,7/24/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
73,7/23/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
74,7/22/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
75,7/19/2024,"18.510,00","18.510,00","18.510,00","18.510,00","0,00",33,610.830,610.830
76,7/18/2024,"18.510,00",,,"18.510,00","0,00",0,0,0
77,12/28/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
78,12/27/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
79,12/26/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
80,12/25/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
81,12/22/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
82,12/21/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
83,12/20/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
84,12/19/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
85,12/18/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
86,12/15/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
87,12/14/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
88,12/13/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
89,12/12/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
90,12/11/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
91,12/7/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
92,12/6/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
93,12/5/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
94,12/4/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
95,12/1/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
96,11/30/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
97,11/29/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
98,11/28/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
99,11/27/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
100,11/24/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
101,11/23/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
102,11/22/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
103,11/21/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
104,11/20/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
105,11/17/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
106,11/16/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
107,11/15/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
108,11/14/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
109,11/13/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
110,11/10/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
111,11/9/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
112,11/9/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
113,11/8/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
114,11/7/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
115,11/6/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
116,11/3/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
117,11/2/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
118,11/1/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
119,10/31/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
120,10/30/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
121,10/27/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
122,10/26/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
123,10/25/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
124,10/24/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
125,10/20/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
126,10/19/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
127,10/18/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
128,10/17/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
129,10/16/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
130,10/13/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
131,10/12/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
132,10/10/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
133,10/9/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
134,10/6/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
135,10/5/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
136,10/4/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
137,10/3/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
138,10/2/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
139,9/29/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
140,9/28/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
141,9/27/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
142,9/26/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
143,9/25/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
144,9/22/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
145,9/21/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
146,9/20/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
147,9/19/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
148,9/18/2023,"18.510,00",,,"18.510,00","0,00",0,0,0
